FileName	PixelSize
18-00332.tif	1.149425287
18-00333.tif	0.9049773759999999
18-00334.tif	1.149425287
18-00335.tif	0.9049773759999999
18-00336.tif	3.322259136
18-00337.tif	1.557632399
18-00338.tif	1.886792453
18-00339.tif	1.557632399
18-00340.tif	1.149425287
18-00341.tif	49.75124378
18-00342.tif	49.75124378
18-00343.tif	0.9049773759999999
18-00344.tif	1.557632399
18-00345.tif	1.557632399
18-00346.tif	1.557632399
18-00347.tif	1.886792453
18-00348.tif	1.557632399
18-00349.tif	2.403846154
18-00350.tif	1.886792453
18-00351.tif	1.149425287
18-00352.tif	1.149425287
18-00353.tif	1.886792453
18-00354.tif	0.9049773759999999
18-00355.tif	1.886792453
18-00356.tif	1.557632399
18-00357.tif	1.557632399
18-00358.tif	1.557632399
18-00359.tif	1.149425287
18-00360.tif	1.886792453
18-00361.tif	1.886792453
18-00362.tif	0.9049773759999999
18-00363.tif	1.886792453
18-00364.tif	1.557632399
18-00365.tif	1.557632399
18-00366.tif	1.557632399
18-00367.tif	1.557632399
18-00368.tif	2.403846154
18-00369.tif	1.557632399
18-00370.tif	1.149425287
18-00371.tif	1.149425287
18-00372.tif	1.149425287
18-00373.tif	1.886792453
18-00374.tif	1.149425287
18-00375.tif	1.557632399
18-00376.tif	0.9049773759999999
18-00377.tif	1.557632399
18-00378.tif	1.886792453
18-00379.tif	1.886792453
18-00380.tif	1.149425287
18-00381.tif	1.149425287
18-00382.tif	1.557632399
18-00383.tif	1.886792453
18-00384.tif	1.557632399
18-00385.tif	0.9049773759999999
18-00189.tif	66.44518272000001
18-00190.tif	4.098360656
18-00191.tif	4.098360656
18-00192.tif	4.098360656
18-00193.tif	1.557632399
18-00194.tif	0.772200772
18-00195.tif	3.322259136
18-00196.tif	2.403846154
18-00197.tif	0.772200772
18-00198.tif	2.403846154
18-00199.tif	4.098360656
18-00200.tif	2.403846154
18-00201.tif	2.403846154
18-00202.tif	1.886792453
18-00203.tif	2.403846154
18-00204.tif	2.403846154
18-00205.tif	1.886792453
18-00206.tif	1.886792453
18-00207.tif	2.403846154
18-00208.tif	0.9049773759999999
18-00209.tif	125
18-00210.tif	66.44518272000001
18-00211.tif	2.403846154
18-00212.tif	2.403846154
18-00213.tif	17.66784452
18-00214.tif	1.886792453
18-00215.tif	0.9049773759999999
18-00216.tif	1.886792453
18-00217.tif	2.403846154
18-00218.tif	1.557632399
18-00219.tif	1.557632399
18-00220.tif	1.557632399
18-00221.tif	1.886792453
18-00222.tif	2.403846154
18-00223.tif	6.006006006
18-00224.tif	0.9049773759999999
18-00225.tif	26.04166667
18-00226.tif	1.886792453
18-00227.tif	1.930501931
18-00228.tif	1.149425287
18-00229.tif	1.149425287
18-00230.tif	1.149425287
18-00231.tif	6.006006006
18-00232.tif	1.557632399
18-00233.tif	1.149425287
18-00234.tif	0.9049773759999999
18-00235.tif	0.9049773759999999
18-00236.tif	0.9049773759999999
18-00237.tif	1.886792453
18-00238.tif	1.149425287
18-00239.tif	1.886792453
18-00240.tif	1.886792453
18-00241.tif	1.557632399
18-00242.tif	0.9049773759999999
18-00243.tif	0.9049773759999999
18-00244.tif	1.149425287
18-00245.tif	1.557632399
18-00246.tif	0.9049773759999999
18-00247.tif	1.149425287
18-00248.tif	0.9049773759999999
18-00249.tif	1.149425287
18-00250.tif	1.557632399
18-00251.tif	4.098360656
18-00252.tif	10.20408163
18-00253.tif	0.9049773759999999
18-00254.tif	1.149425287
18-00255.tif	2.403846154
18-00256.tif	1.149425287
18-00257.tif	1.886792453
18-00258.tif	1.149425287
18-00259.tif	1.149425287
18-00260.tif	2.873563218
18-00261.tif	1.886792453
18-00262.tif	1.886792453
18-00263.tif	1.149425287
18-00264.tif	1.557632399
18-00265.tif	1.149425287
18-00266.tif	1.149425287
18-00267.tif	1.149425287
18-00268.tif	1.149425287
18-00269.tif	1.557632399
18-00270.tif	1.149425287
18-00271.tif	0.772200772
18-00272.tif	0.9049773759999999
18-00273.tif	0.9049773759999999
18-00274.tif	1.149425287
18-00275.tif	1.886792453
